"t","tax.ids","per.audit.rate","per.penalty.rate","report.abs","report","hideable.reported","c1","perc.hideable.income","self.employed","transformed.per.audit.rate","c1.tilde","Delta.Morale","Delta.Network","Delta.Q","w","w.Q","w.non","penalty.and.past.tax.to.pay","past.tax.to.pay","audit.type","compliant.t0","compliant","refund.return","audited","penalized","V.new","Q.new","P.new","years.since.last.compliant","years.since.last.audit","years.since.last.penalty","freq.audits","freq.penalty","V.max","Delta.Per","propensity.prop.income.report","compliant.0.years.ago","compliant.1.years.ago","compliant.2.years.ago","compliant.3.years.ago","penalty.0.years.ago","penalty.1.years.ago","penalty.2.years.ago","penalty.3.years.ago","audited.0.years.ago","audited.1.years.ago","audited.2.years.ago","audited.3.years.ago","amount.under.reported.0.years.ago","amount.under.reported.1.years.ago","amount.under.reported.2.years.ago","amount.under.reported.3.years.ago","percent.reported.0.years.ago","percent.reported.1.years.ago","percent.reported.2.years.ago","percent.reported.3.years.ago","percent.hideable.reported.0.years.ago","percent.hideable.reported.1.years.ago","percent.hideable.reported.2.years.ago","percent.hideable.reported.3.years.ago"
388,21,0.467227488969462,0.0701448374158822,67833,93,5.01416645860238,0.07,7.36952,FALSE,0.515151515151515,0.345112073465361,0.07762433,0.07762433,0,0,0.0101018875724871,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.173596207070149,0.0202037751449742,0,306,215,215,2,1,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5397,5397,4780,4582,92.6300696435887,92.6300696435887,93.4726205107197,93.7430015021166,5.01416645860238,5.01416645860238,5.01416645860238,18.5835712502306
388,22,0.0749862132424774,0.353767875426366,146128,87,0,0,12.801428,FALSE,0.0482180293501048,0.306964165607215,0.0525314578544116,0,0,0,0.0101019647945968,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.081150002973442,0.0202039295891935,0,312,202,202,2,2,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21453,21453,21453,21453,87.1984294162226,87.1984294162226,87.1984294162226,87.1984294162226,0,0,0,0
388,23,0.295469425329295,0.907113944678293,62569,95,25.3129610991065,0.06,6.694602,FALSE,0.265822784810127,0.469476582798812,0.19897481582087,0.615524866,0,0,0.0116816193737124,0.346430628538795,0,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,0.545405444359664,0.0233632387474247,0,87,387,387,0,0,0,0,0.272702722179832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3202,2878,1966,2891,95.1315929513007,95.624211278527,97.0108406440528,95.6044457283605,25.3129610991065,40.2503688792852,55.1877766594639,40.2503688792852
388,24,0.28319962425805,0.879923402283536,65576,94,10.3755533189277,0.07,6.694602,FALSE,0.265822784810127,0.471651483563193,0.16864921600947,0.35920811,0,0,0.000157842143851114,0.112860278808043,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.281509494817513,0.000315684287702229,0,120,92,92,2,1,0,0.07762433,0.140754747408756,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4002,4132,4161,3986,94.2481818965765,94.0613412285493,94.0196613872201,94.2711776711029,10.3755533189277,10.3755533189277,10.3755533189277,10.3755533189277
388,25,0.14588801466179,0.16280939453125,80172,95,32.1529760418588,0.01,7.36952,FALSE,0.109877913429523,0.293639383319593,0.220434877050602,0.5194060825,0,0,0.0102597682566843,0.313688470010553,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.534123347061156,0.0205195365133686,0,377,387,387,0,0,0,0.07762433,0.267061673530578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4578,4286,3238,5319,94.5982300884956,94.9427728613569,96.1793510324484,93.7238938053097,32.1529760418588,32.1529760418588,45.722380833487,18.5835712502306
388,26,0.145696387576013,0.1656187890625,71448,93,5.01416645860238,0,7.36952,FALSE,0.109877913429523,0.288933586135397,0.0692600392848039,0.0517495533333333,0,0,0.0101019647943028,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.146884369268248,0.0202039295886055,0,278,387,387,0,0,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5684,5684,5684,5684,92.6308147072551,92.6308147072551,92.6308147072551,92.6308147072551,5.01416645860238,5.01416645860238,5.01416645860238,5.01416645860238
388,27,0.13,0.160000000001726,51117,100,100,0.02,6.694602,FALSE,0.149425287356322,0.28589419320188,0.983890312788598,1,0,0.974508740073371,9.05969474694328e-46,NA,0,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE,1.94901748014674,1.81193894938866e-45,0,0,387,387,0,0,0,1,0.974508740073371,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,100,100,100,100,100,100,100,100
388,28,0.133429165774359,0.110000257717962,56779,93,0,0,6.694602,FALSE,0.109877913429523,0.249332291926865,0.0525314578544116,0,0,0,2.9400362320265e-13,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.111336133697059,5.880072464053e-13,0,337,339,387,1,0,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4074,4074,4074,4074,93.305178052027,93.305178052027,93.305178052027,93.305178052027,0,0,0,0
388,29,0.111008281046291,0.10108138441041,126059,98,77.0765467972554,0.03,8.724689,FALSE,0.0787486515641855,0.258626379309313,0.983890312788598,1,0,0,0.0101018875728379,0.536051431337188,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,1.51994174412579,0.0202037751456759,0,285,43,43,2,1,0,1,0.759970872062893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2696,5212,7732,5103,97.9061007339521,95.9520018640053,93.9947963185896,96.0366587705332,77.0765467972554,54.1530935945109,31.2296403917664,54.1530935945109
388,30,0.619973901576169,0.11000236832159,17364,99,88.2277571122594,0.02,8.494558,FALSE,0.851851851851852,0.365952615210156,0.983890312788598,1,0,0,3.23117426778526e-27,0.677529182825398,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,1.661419495614,6.46234853557053e-27,0,276,87,87,1,1,0,1,0.830709747806998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,253,483,607,852,98.5638871544531,97.2583300221377,96.554464437759,95.1637622750752,88.2277571122594,64.6832713367782,64.6832713367782,41.138785561297
388,31,0.145696293802816,0.230013395852873,116662,93,19.7679137903941,0.03,8.724689,FALSE,0.109877913429523,0.328188658317226,0.07762433,0.07762433,0,0,0.0101018875727811,0.226704127695614,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.304328457695614,0.0202037751455622,0,45,72,206,4,3,0,0.07762433,0.152164228847807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9319,8500,10991,10991,92.6028528111382,93.2529508417936,91.2756685531945,91.2756685531945,19.7679137903941,19.7679137903941,0,0
388,32,0.0990000001358923,0.1853062890625,126320,100,100,0.02,8.724689,FALSE,0.109877913429523,0.277876180146483,0.964927399592071,0.92237567,0,0.964919254762135,1.50823858781817e-10,NA,0,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE,1.92983850952427,3.01647717563634e-10,0,0,316,387,2,0,0,1,0.964919254762135,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,100,100,100,100,100,100,100,100
388,33,0.974265703093785,0.334490369535966,37798,99,85.4434316469403,0.05,6.869751,FALSE,2.57142857142857,0.481146822724404,0.902460031000541,0.666666666666667,0,0,0.0102597307712221,0.787053493474613,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,1.68951352447515,0.0205194615424441,0,338,387,387,0,0,0,1,0.844756762237577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,407,559,867,1477,98.9346944117262,98.5368407276535,97.7306635257165,96.1340138725298,85.4434316469403,85.4434316469403,70.8868632938806,41.7737265877612
388,34,0.293787425186431,1.11999999999996,52091,93,0,0.01,6.694602,FALSE,0.265822784810127,0.470183332561763,0.0692600392848039,0.0517495533333333,0,0,0.0101018875724871,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.128915326425874,0.0202037751449742,0,149,326,387,1,0,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3738,3738,3738,3738,93.3045549803865,93.3045549803865,93.3045549803865,93.3045549803865,0,0,0,0
388,35,0.0991759825420788,0.0919276706447367,79587,94,18.5835712502306,0,7.36952,FALSE,0.0787486515641855,0.219216452549863,0.07762433,0.07762433,0,0,0.000631367973574448,0.354249616066937,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.431873946066937,0.0012627359471489,0,130,387,387,0,0,0,0.07762433,0.215936973033468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4881,4020,4154,4422,94.2214803239096,95.2408012501776,95.0821612918502,94.7648813751953,18.5835712502306,32.1529760418588,32.1529760418588,32.1529760418588
388,36,0.187055078243372,0.340998350751322,27649,93,4.29787314327624,0,7.314362,FALSE,0.149425287356322,0.362818189942337,0.0250928721455884,0.07762433,0,0,0.0101018875727811,0,0,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,0.0529238990542064,0.0202037751455622,0,142,387,387,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2182,2182,2182,2182,92.6854614327378,92.6854614327378,92.6854614327378,92.6854614327378,4.29787314327624,4.29787314327624,4.29787314327624,4.29787314327624
388,37,0.175210015839335,0.539999961094856,81595,100,99.9999999999999,0,7.36952,FALSE,0.149425287356322,0.359101460581096,0.983890312788598,1,0,0.965012253981859,1.50529855149853e-10,NA,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,1.93002450796372,3.01059710299705e-10,0,1,95,387,1,0,0,1,0.965012253981859,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211,0,0,0,99.7420727086033,100,100,100,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999
388,38,0.175210015663351,0.23,56125,93,0,0,6.694602,FALSE,0.149425287356322,0.318820344171428,0.07762433,0.07762433,0,0,4.44362529196616e-13,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.155233562665937,8.88725058393231e-13,0,52,387,387,0,0,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4027,4027,4027,4027,93.3052932570821,93.3052932570821,93.3052932570821,93.3052932570821,0,0,0,0
388,39,0.525630110354815,0.142247538273198,76049,93,5.01416645860238,0.01,7.36952,FALSE,0.639344262295082,0.367634192101421,0.07762433,0.07762433,0,0,7.70749237797126e-08,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.154858653576226,1.54149847559425e-07,0,327,37,37,1,1,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6050,6050,6050,6050,92.6308481223888,92.6308481223888,92.6308481223888,92.6308481223888,5.01416645860238,5.01416645860238,5.01416645860238,5.01416645860238
388,40,0.17521001583968,0.3329625390625,92115,93,5.01416645860238,0.01,7.36952,FALSE,0.149425287356322,0.35019525802534,0,0,0,0,1.50823858702959e-10,0,0,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,0.012934190431219,3.01647717405919e-10,0,340,165,165,2,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7328,7328,7328,7328,92.6309544160977,92.6309544160977,92.6309544160977,92.6309544160977,5.01416645860238,5.01416645860238,5.01416645860238,5.01416645860238
388,41,0.11100828104622,0.0800005531873478,71346,93,5.01416645860238,0.01,7.36952,FALSE,0.0787486515641855,0.230481828717621,0.07762433,0.07762433,0,0,0.0101018875727811,0,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.154138288170722,0.0202037751455622,0,346,387,387,0,0,0,0.07762433,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5676,5676,5676,5676,92.630676949443,92.630676949443,92.630676949443,92.630676949443,5.01416645860238,5.01416645860238,5.01416645860238,5.01416645860238
388,42,0.145696293802459,0.0800016769504547,48098,95,25.3129610991065,0,6.694602,FALSE,0.109877913429523,0.239479177161279,0.16864921600947,0.35920811,0,0,0.0101018875724871,0.413024770046127,0,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,0.581673986055598,0.0202037751449742,0,384,387,387,0,0,0,0.07762433,0.290836993027799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2397,1984,1158,1732,95.2529953460739,96.0708981087236,97.7067036340232,96.5699574215269,25.3129610991065,40.2503688792852,70.1251844396426,55.1877766594639
388,43,0.400522206058407,0.879923402283536,2259,91,56.5865719469278,0,20.730913,FALSE,0.408450704225352,0.47049596063178,0.64930101197159,0.07762433,0,0,0.0101044310851505,0.488601712639759,0,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,1.13790272461135,0.020208862170301,0,7,93,93,2,1,0,0.92237567,0.568951362305674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222,263,346,190,91.0519951632406,89.3994357114067,86.0540104796453,92.341797662233,56.5865719469278,46.9391434906895,32.4680008063321,61.4102861750469
388,44,0.157963433530118,0.143985492214148,99073,94,18.5835712502306,0.06,7.36952,FALSE,0.109877913429523,0.325064199805902,0.174176637232588,0.538812165,0,0,0.0202037847791789,0.211706044020124,0,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,0.385882681252712,0.0404075695583578,0,130,308,387,1,0,0,0,0.192941340626356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6265,6119,6985,7763,94.0524786876531,94.191080142019,93.3689646661224,92.6303897928573,18.5835712502306,18.5835712502306,5.01416645860238,5.01416645860238
