"person.id","household.id","age","gender","worker","relationship.to.hh","is.hh","income","prop.hideable.income","filing.status","zipcode","lon","lat","self.employed","perceivedtaxrate","preptaxes.cpa","per.audit.rate","per.penalty.rate","m","s","c1.tri.dist.dist","c1.alp.majority.fit","c1.alp.fit","actor.logical","tax.ids","tax.rate","household.size","num.dependents","self.employed.propensity"
2003078,2001044,66,1,1,1,1,89372,1,"Married.Filing.Jointly",97229,-122.83500308466,45.5476631300953,TRUE,0.2,TRUE,0.00993,0.01,0.0359147000410608,0.830141029500162,0,0,0.06,FALSE,38,0.155,2,1,0.538112726191337
2003286,2001121,38,1,1,1,1,124680,0.08724689,"Married.Filing.Jointly",97229,-122.839489657276,45.5538487471795,FALSE,0.25,FALSE,0.072,0.15,0.0576851885079708,0.704108737620384,0.01,0,0.1,FALSE,39,0.182,5,4,0.318405519110016
2003462,2001183,35,1,1,1,1,60025,0.06694602,"Married.Filing.Jointly",97229,-122.837773244756,45.5519335988955,FALSE,0.25,FALSE,0.16,0.31,0.0741106670030713,0.710895232665077,0.01,0,0.13,TRUE,40,0.134,5,4,0.328308385600984
2003585,2001224,66,1,1,1,1,14383,0.08494558,"Married.Filing.Jointly",97229,-122.856946105628,45.5557891647491,FALSE,0.19,FALSE,0.098,0.06,0.0537340785856733,0.882166782619158,0,0,0.09,FALSE,41,0.1,2,1,0.46104823136123
2003764,2001293,65,0,2,1,1,100,1,"Single",97229,-122.856166684181,45.5579664392153,TRUE,0.22,TRUE,0.29,0.01,0.0362824704658558,0.890198308364128,0,0,0.01,FALSE,42,0.1,1,0,0.620869021493567
2003878,2001337,42,1,1,1,1,103365,0.0736952,"Married.Filing.Jointly",97229,-122.831287375171,45.5474551789341,FALSE,0.24,FALSE,0.098,0.15,0.0602360988099853,0.745475631061827,0,0,0.07,FALSE,43,0.168,4,3,0.373047742233293
2004049,2001402,32,1,2,1,1,53796,0.06694602,"Married.Filing.Jointly",97229,-122.833443429618,45.5470037892459,FALSE,0.25,FALSE,0.21,0.5,0.0784423338768204,0.694166443712362,0.07,0.31,0.43,FALSE,44,0.132,2,1,0.356971436935113
2004090,2001418,52,0,1,1,1,129462,0.12801428,"Married.Filing.Jointly",97229,-122.834817702009,45.5475368473299,FALSE,0.26,FALSE,0.33,0.06,0.0379172933305086,0.866679168104068,0.03,0.04,0.22,FALSE,45,0.185,2,1,0.525999654566132
2004184,2001455,41,0,2,1,1,217735,1,"Married.Filing.Jointly",97229,-122.856542868754,45.5611892852465,TRUE,0.29,FALSE,0.072,0.02,0.0311181774196862,0.7511904686966,0.07,0.36,0.48,FALSE,46,0.22,3,2,0.264328870734576
2004274,2001489,58,1,1,1,1,82472,1,"Single",97229,-122.830998993323,45.5449389554811,TRUE,0.21,FALSE,0.0183,0.02,0.0394679398848835,0.783796674680507,0.01,0,0.11,FALSE,47,0.199,2,1,0.583902630612987
2004291,2001496,37,1,1,1,1,49344,0.06694602,"Married.Filing.Jointly",97229,-122.856360167819,45.5619856475918,FALSE,0.25,FALSE,0.16,0.27,0.0736788025990661,0.72833541255477,0.01,0,0.14,FALSE,48,0.131,4,3,0.232932974887681
2004346,2001518,28,1,1,1,1,62452,0.06694602,"Head.of.Household",97229,-122.856542868754,45.5611892852465,FALSE,0.26,FALSE,0.21,0.82,0.0825291048546433,0.668199670174094,0.01,0,0.14,FALSE,49,0.159,3,2,0.303127433273617
2004402,2001538,40,1,1,1,1,6492,0.18674594,"Married.Filing.Jointly",97229,-122.85658177995,45.5605007545526,FALSE,0.24,FALSE,0.21,0.27,0.0803845386613374,0.76829781039657,0,0,0.05,FALSE,50,0.1,4,3,0.327542675443188
2004413,2001543,41,1,1,1,1,122686,0.08724689,"Married.Filing.Jointly",97229,-122.831349376585,45.5472842503205,FALSE,0.25,FALSE,0.072,0.13,0.0555616731284872,0.727354005009961,0,0,0.08,FALSE,51,0.181,5,4,0.357348768596464
2004487,2001573,47,1,1,1,1,18887,1,"Married.Filing.Jointly",97229,-122.848079349719,45.5545850780587,TRUE,0.23,FALSE,0.0392,0.06,0.0505190033831192,0.703478576717991,0.07,0.32,0.45,FALSE,52,0.1,4,3,0.434778084704251
2004555,2001597,47,0,1,1,1,25494,0.07314362,"Head.of.Household",97229,-122.831287375171,45.5474551789341,FALSE,0.26,FALSE,0.45,0.1,0.0524993920869479,0.852971785718211,0.01,0,0.1,FALSE,53,0.124,2,1,0.444262914336992
2004651,2001632,33,1,1,1,1,53635,0.06694602,"Married.Filing.Jointly",97229,-122.829769030622,45.5534971358436,FALSE,0.25,TRUE,0.21,0.4,0.0771872156769897,0.699599824807591,0.05,0.21,0.3,FALSE,54,0.132,3,2,0.388752029395754
2004713,2001657,58,1,1,1,1,109003,0.08724689,"Married.Filing.Jointly",97229,-122.837815722153,45.55943603288,FALSE,0.22,TRUE,0.053,0.06,0.0472235100858194,0.837456348133689,0,0,0.05,FALSE,55,0.172,2,1,0.606285242482687
2004720,2001659,27,1,1,1,1,41580,0.06869751,"Single",97229,-122.848019745657,45.5633880187267,FALSE,0.26,FALSE,0.21,1.33,0.0883971045673703,0.672771738968198,0,0,0.01,FALSE,56,0.148,5,4,0.128905534196356
2004808,2001693,38,1,1,1,1,105564,0.08724689,"Married.Filing.Jointly",97229,-122.83917870158,45.5582093174178,FALSE,0.25,TRUE,0.098,0.19,0.063069152557289,0.715594021351017,0.01,0,0.12,FALSE,57,0.17,2,1,0.298502223471083
2004813,2001695,63,1,2,1,1,29679,0.06869751,"Married.Filing.Jointly",97229,-122.854203480546,45.5808580610402,FALSE,0.2,FALSE,0.098,0.06,0.0534263258738898,0.869311227118232,0.03,0.04,0.22,FALSE,58,0.118,2,1,0.633945789839875
2004928,2001744,34,1,1,1,1,25968,0.07314362,"Married.Filing.Jointly",97229,-122.854998560299,45.5578074441854,FALSE,0.25,FALSE,0.21,0.5,0.0817540381331066,0.719769235482351,0.05,0.18,0.28,FALSE,59,0.114,5,4,0.187904392718841
2004958,2001754,27,1,1,1,1,38876,0.06869751,"Single",97229,-122.861794598092,45.5593280436736,FALSE,0.26,FALSE,0.21,1.33,0.0888943159148108,0.674124710322122,0.06,0.29,0.39,FALSE,60,0.141,2,1,0.255503633211703
2004964,2001756,47,1,1,1,1,110557,1,"Married.Filing.Jointly",97229,-122.848260338698,45.5544593039119,TRUE,0.24,FALSE,0.0183,0.04,0.0411766942842053,0.690585582220537,0,0,0.02,FALSE,61,0.173,4,3,0.434778084704251
2005021,2001777,38,1,1,1,1,36250,1,"Single",97229,-122.841296207559,45.564292480915,TRUE,0.24,FALSE,0.0392,0.09,0.0544517973426073,0.641804243443071,0.07,0.32,0.45,FALSE,62,0.137,5,4,0.27670170207996
2005067,2001797,49,1,1,1,1,102638,0.0736952,"Married.Filing.Jointly",97229,-122.853954477079,45.5547772617856,FALSE,0.23,TRUE,0.072,0.1,0.0544532076558798,0.791131723734284,0,0,0.08,FALSE,63,0.167,4,3,0.394945153273789
2005078,2001801,29,1,1,1,1,26860,1,"Married.Filing.Jointly",97229,-122.838221642924,45.5456829992718,TRUE,0.26,TRUE,0.053,0.15,0.0636178021069902,0.617776475835992,0.02,0.01,0.17,FALSE,64,0.115,2,1,0.259633481494862
2005082,2001803,45,1,1,1,1,40489,1,"Married.Filing.Jointly",97229,-122.833414763165,45.5588761357854,TRUE,0.23,TRUE,0.0392,0.06,0.049331765667046,0.684800263670214,0.03,0.01,0.19,TRUE,65,0.127,5,4,0.576760795744626
2005169,2001835,38,1,1,1,1,35652,0.06869751,"Married.Filing.Jointly",97229,-122.848619098577,45.5534966674556,FALSE,0.24,TRUE,0.21,0.27,0.0749935264580436,0.740076056895311,0,0,0.08,FALSE,66,0.124,5,4,0.439925965551135
2005284,2001873,39,0,1,1,1,17365,1,"Married.Filing.Separately",97229,-122.833216214583,45.548029578706,TRUE,0.27,FALSE,0.33,0.07,0.0451407168676084,0.740499573020043,0,0,0.01,FALSE,67,0.123,5,4,0.279277003228013
2005568,2001993,44,0,1,1,1,36338,0.06869751,"Single",97229,-122.833953466843,45.5560775949688,FALSE,0.26,TRUE,0.45,0.13,0.0533114510848733,0.839809096397158,0.01,0,0.11,FALSE,68,0.137,1,0,0.259346957725218
2005639,2002019,39,1,1,1,1,113661,0.08724689,"Married.Filing.Jointly",97229,-122.845892155409,45.562615579731,FALSE,0.25,TRUE,0.072,0.17,0.0596806162221294,0.71777760237757,0.02,0.01,0.16,FALSE,69,0.175,4,3,0.335698278637322
2005809,2002086,32,1,1,1,1,46270,0.06869751,"Married.Filing.Jointly",97229,-122.856400790074,45.560626541749,FALSE,0.25,FALSE,0.21,0.5,0.080020710008965,0.697000770956697,0,0,0.07,FALSE,70,0.13,3,2,0.277100961154479
2005849,2002100,65,1,1,1,1,1493,0.20730913,"Single",97229,-122.83453403926,45.5573295828618,FALSE,0.19,TRUE,0.098,0.06,0.0579177754518242,0.881777829295207,0,0,0.05,FALSE,71,0.1,1,0,0.604474900511851
2005867,2002108,56,1,1,1,1,91412,0.0736952,"Married.Filing.Jointly",97229,-122.838090661859,45.5529331661431,FALSE,0.22,FALSE,0.072,0.07,0.0517038685729707,0.829794939330311,0.02,0.01,0.17,FALSE,72,0.157,2,1,0.376370995103543
2005876,2002111,51,1,1,1,1,61693,0.06694602,"Married.Filing.Jointly",97229,-122.84214098122,45.5573178453544,FALSE,0.22,FALSE,0.098,0.1,0.0594121343909987,0.810725043822856,0.01,0,0.12,FALSE,73,0.135,2,1,0.593910930174129
2006034,2002168,38,1,1,1,1,11050,0.1129313,"Single",97229,-122.842091973028,45.5501124360747,FALSE,0.24,TRUE,0.21,0.31,0.08136275845162,0.754277527755479,0.03,0.01,0.19,TRUE,74,0.108,1,0,0.503564510184938
2006101,2002188,38,0,1,1,1,68239,0.0736952,"Married.Filing.Jointly",97229,-122.834664279654,45.5574827892095,FALSE,0.28,FALSE,0.45,0.17,0.0540049759331847,0.803812319678635,0.02,0.01,0.16,FALSE,75,0.136,5,4,0.2373904789888
2006184,2002224,50,1,1,1,1,155545,1,"Married.Filing.Jointly",97006,-122.863040243992,45.5439467419092,TRUE,0.24,FALSE,0.00539,0.02,0.0344717393513623,0.710204637537334,0,0,0.07,FALSE,76,0.196,2,1,0.302916908993338
2006283,2002270,43,0,1,1,1,26235,0.07314362,"Head.of.Household",97006,-122.860706544555,45.5407440400394,FALSE,0.26,TRUE,0.45,0.13,0.0552279227543808,0.835090165383977,0.05,0.22,0.31,FALSE,77,0.125,2,1,0.194622060724478
2006355,2002297,45,1,1,1,1,94238,0.0736952,"Married.Filing.Jointly",97006,-122.855923948126,45.539135917187,FALSE,0.24,TRUE,0.098,0.13,0.0596218701652807,0.769965071763828,0.03,0.06,0.23,FALSE,78,0.16,4,3,0.458288479240695
2006399,2002313,41,1,1,1,1,51871,1,"Head.of.Household",97006,-122.856480976172,45.5412068650692,TRUE,0.24,FALSE,0.0392,0.07,0.0506106623993745,0.652260276310913,0.04,0.15,0.26,FALSE,79,0.14,2,1,0.113696787452611
2006454,2002338,31,0,1,1,1,12280,0.1129313,"Single",97006,-122.863040243992,45.5439467419092,FALSE,0.28,TRUE,0.71,0.4,0.0688875484306816,0.781613187686289,0,0,0.04,FALSE,80,0.112,1,0,0.243693520468095
2006488,2002350,50,1,1,1,1,82232,0.0736952,"Single",97006,-122.861657551718,45.5415507915647,FALSE,0.23,FALSE,0.098,0.1,0.0580054121081709,0.802179865934457,0.04,0.12,0.25,FALSE,81,0.199,3,2,0.361189738888877
2006523,2002368,32,0,1,1,1,340181,0.28328292,"Married.Filing.Jointly",97006,-122.856271914074,45.5413146150713,FALSE,0.32,FALSE,0.21,0.09,0.0329184001214351,0.731746506560086,0,0,0.04,FALSE,82,0.258,4,3,0.203641786611001
2006532,2002371,56,1,1,1,1,142320,1,"Married.Filing.Jointly",97006,-122.858178699787,45.5404888996829,TRUE,0.23,FALSE,0.00463,0.01,0.0338378948657645,0.762682564525676,0.01,0,0.09,FALSE,83,0.19,2,1,0.507434884697367
2006613,2002401,63,1,1,1,1,59514,1,"Married.Filing.Jointly",97006,-122.858178699787,45.5404888996829,TRUE,0.2,TRUE,0.0183,0.01,0.0386782229901185,0.814706933841788,0,0,0.03,FALSE,84,0.134,2,1,0.55957694921177
2006630,2002404,42,1,1,1,1,113073,0.08724689,"Married.Filing.Jointly",97006,-122.863691795313,45.5446676064999,FALSE,0.24,FALSE,0.072,0.13,0.0575350750746804,0.739721493507233,0,0,0,FALSE,85,0.175,4,3,0.342563520012084
2006861,2002496,50,1,1,1,1,146975,1,"Married.Filing.Jointly",97006,-122.856271914074,45.5413146150713,TRUE,0.24,FALSE,0.00463,0.03,0.035173141383036,0.710433292984464,0.06,0.29,0.4,FALSE,86,0.192,3,2,0.545353982397935
2006869,2002500,24,1,1,1,1,20077,1,"Married.Filing.Jointly",97006,-122.861657551718,45.5415507915647,TRUE,0.26,FALSE,0.072,0.22,0.0690148781834451,0.603463622435053,0.01,0,0.1,FALSE,87,0.103,2,1,0.239515467448384
2006890,2002509,36,1,1,1,1,101502,0.0736952,"Married.Filing.Jointly",97229,-122.864087039531,45.5528815437105,FALSE,0.25,FALSE,0.098,0.24,0.065625487126676,0.701371586227254,0.01,0,0.12,FALSE,88,0.167,3,2,0.438165269399347
2006935,2002525,37,1,1,1,1,75098,0.0736952,"Married.Filing.Jointly",97006,-122.861499028693,45.547162764089,FALSE,0.25,FALSE,0.16,0.24,0.0699885307382551,0.720564507060922,0.01,0,0.11,FALSE,89,0.137,5,4,0.301359144687278
2006964,2002534,45,1,1,1,1,85739,0.0736952,"Married.Filing.Jointly",97006,-122.856773324946,45.5441145771647,FALSE,0.24,TRUE,0.098,0.13,0.0616471029480764,0.773427605434629,0.02,0.01,0.18,FALSE,90,0.151,2,1,0.359173847715686
2007009,2002547,35,0,1,1,1,37314,0.06869751,"Single",97229,-122.858511690446,45.5476541614661,FALSE,0.28,FALSE,0.45,0.24,0.0605829160098936,0.7941229178992,0.06,0.29,0.39,FALSE,91,0.138,2,1,0.124443760185499
2007065,2002564,42,1,1,1,1,62302,0.06694602,"Married.Filing.Jointly",97229,-122.862831332152,45.5534741122433,FALSE,0.24,FALSE,0.16,0.17,0.0669358578951701,0.758653762299121,0.06,0.28,0.37,FALSE,92,0.135,4,3,0.450012786071259
2007120,2002580,37,1,1,1,1,84314,0.0736952,"Married.Filing.Jointly",97006,-122.858323658173,45.5409121299284,FALSE,0.25,TRUE,0.16,0.24,0.068470697336778,0.717824769540285,0,0,0.05,FALSE,93,0.15,4,3,0.272647827579264
2007332,2002639,42,1,2,1,1,220994,0.12801428,"Married.Filing.Jointly",97006,-122.858861329303,45.5471775377461,FALSE,0.26,FALSE,0.0183,0.08,0.0404336588789422,0.712574713510942,0,0,0.04,FALSE,94,0.221,5,4,0.256055266423796
2007369,2002649,32,1,1,1,1,52523,0.06694602,"Married.Filing.Jointly",97006,-122.857266303716,45.5441917032596,FALSE,0.25,FALSE,0.21,0.5,0.0787855334237652,0.694905910705579,0,0,0.03,FALSE,95,0.132,4,3,0.27990708235382
2007600,2002716,57,0,2,1,1,12170,0.1129313,"Married.Filing.Jointly",97006,-122.865524765493,45.5468660384911,FALSE,0.24,TRUE,0.39,0.07,0.0481231841299862,0.89651134984231,0,0,0.04,FALSE,96,0.1,2,1,0.422721812323528
2007676,2002737,36,0,1,1,1,155545,0.12801428,"Married.Filing.Jointly",97006,-122.865794480428,45.5476494480119,FALSE,0.29,FALSE,0.33,0.12,0.0421836888001667,0.775497995931655,0.07,0.35,0.47,FALSE,97,0.196,4,3,0.222281969199107
2007707,2002748,44,1,1,1,1,111404,0.08724689,"Married.Filing.Jointly",97229,-122.860703639303,45.5538495817394,FALSE,0.24,TRUE,0.072,0.13,0.0559059257934128,0.754822746340984,0.02,0,0.15,FALSE,98,0.174,4,3,0.406492715861182
2007817,2002784,33,1,1,1,1,436101,1,"Married.Filing.Jointly",97006,-122.860416920378,45.5475304904982,TRUE,0.3,FALSE,0,0.02,0.0297671915999371,0.619145414857706,0.01,0,0.09,FALSE,99,0.275,4,3,0.210626755420827
2007922,2002814,27,1,1,1,1,11161,0.1129313,"Head.of.Household",97006,-122.860606088697,45.5466666195716,FALSE,0.26,FALSE,0.29,1.51,0.0950650963070428,0.687283198408872,0.01,0,0.1,FALSE,100,0.1,2,1,0.202758154553282
2007958,2002825,33,1,1,1,1,215348,0.12801428,"Married.Filing.Jointly",97229,-122.865244665781,45.55311244198,FALSE,0.27,TRUE,0.0289,0.13,0.0456416445180338,0.645181915178535,0.05,0.19,0.28,FALSE,101,0.219,3,2,0.232355015801184
2007998,2002835,31,1,1,1,1,83398,0.0736952,"Married.Filing.Jointly",97006,-122.863815414901,45.5470530357792,FALSE,0.26,TRUE,0.16,0.5,0.0749639387425544,0.678045802040123,0.02,0.01,0.18,FALSE,102,0.148,3,2,0.213182230352855
2008013,2002840,28,0,1,1,1,58228,0.08724689,"Married.Filing.Separately",97229,-122.862831332152,45.5534741122433,FALSE,0.29,TRUE,0.71,0.4,0.0642472801476679,0.748651795602661,0.01,0,0.14,FALSE,103,0.177,2,1,0.202343660964768
2008016,2002842,53,1,1,1,1,187346,0.12801428,"Married.Filing.Jointly",97006,-122.860188619467,45.5466076024899,FALSE,0.24,FALSE,0.0289,0.06,0.0388886330725705,0.799587982414724,0,0,0.08,FALSE,104,0.21,3,2,0.617978699590322
2008028,2002846,31,1,1,1,1,14609,0.08494558,"Married.Filing.Jointly",97229,-122.86420632691,45.5549519272559,FALSE,0.25,FALSE,0.29,0.82,0.0900924709911796,0.712527059259041,0,0,0.08,FALSE,105,0.1,4,3,0.298693951038284
2008063,2002856,52,1,1,1,1,14821,1,"Single",97006,-122.858861329303,45.5471775377461,TRUE,0.22,FALSE,0.0392,0.04,0.0481694539952493,0.744834867438837,0.07,0.31,0.43,FALSE,106,0.119,1,0,0.64069863827027
